author,title,funding,citations,date,link
"van der Merwe, S",Classification of multiple Dirichlet observations under a Multinomial Model,,1,2016,http://dx.doi.org/10.1016/j.chemolab.2015.10.012
"Auret, L",Empirical comparison of tree ensemble variable importance measures,,48,2011,http://dx.doi.org/10.1016/j.chemolab.2010.12.004
"Aldrich, C",Empirical comparison of tree ensemble variable importance measures,,48,2011,http://dx.doi.org/10.1016/j.chemolab.2010.12.004
"Coetzer, RLJ",Optimal designs for estimating the parameters in weighted power-mean-mixture models,National Research Foundation of South Africa(National Research Foundation - South Africa); Xyris Technology CC,5,2010,http://dx.doi.org/10.1002/cem.1271
"Focke, WW",Optimal designs for estimating the parameters in weighted power-mean-mixture models,National Research Foundation of South Africa(National Research Foundation - South Africa); Xyris Technology CC,5,2010,http://dx.doi.org/10.1002/cem.1271
"BARNARD, E",BACKPROPAGATION USES PRIOR INFORMATION EFFICIENTLY,,21,1993,http://dx.doi.org/10.1109/72.248457
"BOTHA, EC",BACKPROPAGATION USES PRIOR INFORMATION EFFICIENTLY,,21,1993,http://dx.doi.org/10.1109/72.248457
"Schmid, M",On the use of Harrell's C for clinical risk prediction via random survival forests,"Deutsche Forschungsgemeinschaft (DFG)(German Research Foundation (DFG)); AZ has been supported by the European Union Seventh Framework Programme; BiomarCaRE; German Center for Cardiovascular Research (DZHK), Standort Hamburg/Kiel/Liibeck, Lubeck, Germany",39,2016,http://dx.doi.org/10.1016/j.eswa.2016.07.018
"Wright, MN",On the use of Harrell's C for clinical risk prediction via random survival forests,"Deutsche Forschungsgemeinschaft (DFG)(German Research Foundation (DFG)); AZ has been supported by the European Union Seventh Framework Programme; BiomarCaRE; German Center for Cardiovascular Research (DZHK), Standort Hamburg/Kiel/Liibeck, Lubeck, Germany",39,2016,http://dx.doi.org/10.1016/j.eswa.2016.07.018
"Ziegler, A",On the use of Harrell's C for clinical risk prediction via random survival forests,"Deutsche Forschungsgemeinschaft (DFG)(German Research Foundation (DFG)); AZ has been supported by the European Union Seventh Framework Programme; BiomarCaRE; German Center for Cardiovascular Research (DZHK), Standort Hamburg/Kiel/Liibeck, Lubeck, Germany",39,2016,http://dx.doi.org/10.1016/j.eswa.2016.07.018
"Sengupta, S","A review of deep learning with special emphasis on architectures, applications and recent trends",,97,2020,http://dx.doi.org/10.1016/j.knosys.2020.105596
"Basak, S","A review of deep learning with special emphasis on architectures, applications and recent trends",,97,2020,http://dx.doi.org/10.1016/j.knosys.2020.105596
"Saikia, P","A review of deep learning with special emphasis on architectures, applications and recent trends",,97,2020,http://dx.doi.org/10.1016/j.knosys.2020.105596
"Paul, S","A review of deep learning with special emphasis on architectures, applications and recent trends",,97,2020,http://dx.doi.org/10.1016/j.knosys.2020.105596
"Tsalavoutis, V","A review of deep learning with special emphasis on architectures, applications and recent trends",,97,2020,http://dx.doi.org/10.1016/j.knosys.2020.105596
"Atiah, F","A review of deep learning with special emphasis on architectures, applications and recent trends",,97,2020,http://dx.doi.org/10.1016/j.knosys.2020.105596
"Ravi, V","A review of deep learning with special emphasis on architectures, applications and recent trends",,97,2020,http://dx.doi.org/10.1016/j.knosys.2020.105596
"Peters, A","A review of deep learning with special emphasis on architectures, applications and recent trends",,97,2020,http://dx.doi.org/10.1016/j.knosys.2020.105596
"Tu, ZZ",Decentralized finite-time adaptive consensus of multiagent systems with fixed and switching network topologies,National Natural Science Foundation (NNSF) of China(National Natural Science Foundation of China (NSFC)),25,2017,http://dx.doi.org/10.1016/j.neucom.2016.09.013
"Yu, H",Decentralized finite-time adaptive consensus of multiagent systems with fixed and switching network topologies,National Natural Science Foundation (NNSF) of China(National Natural Science Foundation of China (NSFC)),25,2017,http://dx.doi.org/10.1016/j.neucom.2016.09.013
"Xia, XH",Decentralized finite-time adaptive consensus of multiagent systems with fixed and switching network topologies,National Natural Science Foundation (NNSF) of China(National Natural Science Foundation of China (NSFC)),25,2017,http://dx.doi.org/10.1016/j.neucom.2016.09.013
"Xiao, ZH",Light weight object detector based on composite attention residual network and boundary location loss,Natural Science Foundation of Tianjin(Natural Science Foundation of Tianjin); new generation artificial intelligence technology major project of Tianjin; South African National Research Foundation(National Research Foundation - South Africa); South African National Research Foundation Incentive Grant,0,2022,http://dx.doi.org/10.1016/j.neucom.2022.04.090
"Dong, EZ",Light weight object detector based on composite attention residual network and boundary location loss,Natural Science Foundation of Tianjin(Natural Science Foundation of Tianjin); new generation artificial intelligence technology major project of Tianjin; South African National Research Foundation(National Research Foundation - South Africa); South African National Research Foundation Incentive Grant,0,2022,http://dx.doi.org/10.1016/j.neucom.2022.04.090
"Tong, JG",Light weight object detector based on composite attention residual network and boundary location loss,Natural Science Foundation of Tianjin(Natural Science Foundation of Tianjin); new generation artificial intelligence technology major project of Tianjin; South African National Research Foundation(National Research Foundation - South Africa); South African National Research Foundation Incentive Grant,0,2022,http://dx.doi.org/10.1016/j.neucom.2022.04.090
"Zhu, L",Light weight object detector based on composite attention residual network and boundary location loss,Natural Science Foundation of Tianjin(Natural Science Foundation of Tianjin); new generation artificial intelligence technology major project of Tianjin; South African National Research Foundation(National Research Foundation - South Africa); South African National Research Foundation Incentive Grant,0,2022,http://dx.doi.org/10.1016/j.neucom.2022.04.090
"Wang, ZH",Light weight object detector based on composite attention residual network and boundary location loss,Natural Science Foundation of Tianjin(Natural Science Foundation of Tianjin); new generation artificial intelligence technology major project of Tianjin; South African National Research Foundation(National Research Foundation - South Africa); South African National Research Foundation Incentive Grant,0,2022,http://dx.doi.org/10.1016/j.neucom.2022.04.090
"Frittella, S",Toward a Dempster-Shafer theory of concepts,"grant PHC VAN GOGH 2019; grant ANR JCJC 2019, project PRELAP(French National Research Agency (ANR))",5,2020,http://dx.doi.org/10.1016/j.ijar.2020.05.004
"Manoorkar, K",Toward a Dempster-Shafer theory of concepts,"grant PHC VAN GOGH 2019; grant ANR JCJC 2019, project PRELAP(French National Research Agency (ANR))",5,2020,http://dx.doi.org/10.1016/j.ijar.2020.05.004
"Palmigiano, A",Toward a Dempster-Shafer theory of concepts,"grant PHC VAN GOGH 2019; grant ANR JCJC 2019, project PRELAP(French National Research Agency (ANR))",5,2020,http://dx.doi.org/10.1016/j.ijar.2020.05.004
"Tzimoulis, A",Toward a Dempster-Shafer theory of concepts,"grant PHC VAN GOGH 2019; grant ANR JCJC 2019, project PRELAP(French National Research Agency (ANR))",5,2020,http://dx.doi.org/10.1016/j.ijar.2020.05.004
"Wijnberg, N",Toward a Dempster-Shafer theory of concepts,"grant PHC VAN GOGH 2019; grant ANR JCJC 2019, project PRELAP(French National Research Agency (ANR))",5,2020,http://dx.doi.org/10.1016/j.ijar.2020.05.004
"Zhu, JW",Stability of quaternion-valued impulsive delay difference systems and its application to neural networks,National Natural Science Foundation of China(National Natural Science Foundation of China (NSFC)),18,2018,http://dx.doi.org/10.1016/j.neucom.2018.01.018
"Sun, JT",Stability of quaternion-valued impulsive delay difference systems and its application to neural networks,National Natural Science Foundation of China(National Natural Science Foundation of China (NSFC)),18,2018,http://dx.doi.org/10.1016/j.neucom.2018.01.018
"Yang, YK",Adaptive neural output feedback control for stochastic nonlinear time-delay systems with input and output quantization,Chinese National Natural Science Foundation(National Natural Science Foundation of China (NSFC)); Shanghai Pujiang Program(Shanghai Pujiang Program); Fundamental Research Funds for the Central Universities(Fundamental Research Funds for the Central Universities),11,2018,http://dx.doi.org/10.1016/j.neucom.2017.12.023
"Yu, ZX",Adaptive neural output feedback control for stochastic nonlinear time-delay systems with input and output quantization,Chinese National Natural Science Foundation(National Natural Science Foundation of China (NSFC)); Shanghai Pujiang Program(Shanghai Pujiang Program); Fundamental Research Funds for the Central Universities(Fundamental Research Funds for the Central Universities),11,2018,http://dx.doi.org/10.1016/j.neucom.2017.12.023
"Li, SG",Adaptive neural output feedback control for stochastic nonlinear time-delay systems with input and output quantization,Chinese National Natural Science Foundation(National Natural Science Foundation of China (NSFC)); Shanghai Pujiang Program(Shanghai Pujiang Program); Fundamental Research Funds for the Central Universities(Fundamental Research Funds for the Central Universities),11,2018,http://dx.doi.org/10.1016/j.neucom.2017.12.023
"Sun, JT",Adaptive neural output feedback control for stochastic nonlinear time-delay systems with input and output quantization,Chinese National Natural Science Foundation(National Natural Science Foundation of China (NSFC)); Shanghai Pujiang Program(Shanghai Pujiang Program); Fundamental Research Funds for the Central Universities(Fundamental Research Funds for the Central Universities),11,2018,http://dx.doi.org/10.1016/j.neucom.2017.12.023
"Jiang, MH",New results on exponential synchronization of memristor-based chaotic neural networks,National Natural Science Foundation of China(National Natural Science Foundation of China (NSFC)); NNSF of China(National Natural Science Foundation of China (NSFC)); Graduate Scientific Research Creative Foundation of China Three Gorges University,22,2015,http://dx.doi.org/10.1016/j.neucom.2014.12.085
"Mei, J",New results on exponential synchronization of memristor-based chaotic neural networks,National Natural Science Foundation of China(National Natural Science Foundation of China (NSFC)); NNSF of China(National Natural Science Foundation of China (NSFC)); Graduate Scientific Research Creative Foundation of China Three Gorges University,22,2015,http://dx.doi.org/10.1016/j.neucom.2014.12.085
"Hu, JH",New results on exponential synchronization of memristor-based chaotic neural networks,National Natural Science Foundation of China(National Natural Science Foundation of China (NSFC)); NNSF of China(National Natural Science Foundation of China (NSFC)); Graduate Scientific Research Creative Foundation of China Three Gorges University,22,2015,http://dx.doi.org/10.1016/j.neucom.2014.12.085
"Britz, K",Preferential Accessibility and Preferred Worlds,National Research Foundation of South Africa(National Research Foundation - South Africa),7,2018,http://dx.doi.org/10.1007/s10849-017-9264-0
"Varzinczak, I",Preferential Accessibility and Preferred Worlds,National Research Foundation of South Africa(National Research Foundation - South Africa),7,2018,http://dx.doi.org/10.1007/s10849-017-9264-0
"Ebid, AM",Predicting Nanobinder-Improved Unsaturated Soil Consistency Limits Using Genetic Programming and Artificial Neural Networks,,3,2021,http://dx.doi.org/10.1155/2021/5992628
"Nwobia, LI",Predicting Nanobinder-Improved Unsaturated Soil Consistency Limits Using Genetic Programming and Artificial Neural Networks,,3,2021,http://dx.doi.org/10.1155/2021/5992628
"Onyelowe, KC",Predicting Nanobinder-Improved Unsaturated Soil Consistency Limits Using Genetic Programming and Artificial Neural Networks,,3,2021,http://dx.doi.org/10.1155/2021/5992628
"Aneke, FI",Predicting Nanobinder-Improved Unsaturated Soil Consistency Limits Using Genetic Programming and Artificial Neural Networks,,3,2021,http://dx.doi.org/10.1155/2021/5992628
"Yan, JX",Distributed optimization of multi-agent systems with delayed sampled-data,National Natural Science Foundation (NNSF) of China(National Natural Science Foundation of China (NSFC)),8,2018,http://dx.doi.org/10.1016/j.neucom.2018.03.036
"Yu, H",Distributed optimization of multi-agent systems with delayed sampled-data,National Natural Science Foundation (NNSF) of China(National Natural Science Foundation of China (NSFC)),8,2018,http://dx.doi.org/10.1016/j.neucom.2018.03.036
"Xia, XH",Distributed optimization of multi-agent systems with delayed sampled-data,National Natural Science Foundation (NNSF) of China(National Natural Science Foundation of China (NSFC)),8,2018,http://dx.doi.org/10.1016/j.neucom.2018.03.036
"Miao, P",Finite time dual neural networks with a tunable activation function for solving quadratic programming problems and its application,National Science Foundation of China(National Natural Science Foundation of China (NSFC)); National Science Foundation of Hubei Provincial; Hubei Provincial Department of Education; Graduate Scientific Research Foundation of China Three Gorges University,41,2014,http://dx.doi.org/10.1016/j.neucom.2014.06.018
"Shen, YJ",Finite time dual neural networks with a tunable activation function for solving quadratic programming problems and its application,National Science Foundation of China(National Natural Science Foundation of China (NSFC)); National Science Foundation of Hubei Provincial; Hubei Provincial Department of Education; Graduate Scientific Research Foundation of China Three Gorges University,41,2014,http://dx.doi.org/10.1016/j.neucom.2014.06.018
"Xia, XH",Finite time dual neural networks with a tunable activation function for solving quadratic programming problems and its application,National Science Foundation of China(National Natural Science Foundation of China (NSFC)); National Science Foundation of Hubei Provincial; Hubei Provincial Department of Education; Graduate Scientific Research Foundation of China Three Gorges University,41,2014,http://dx.doi.org/10.1016/j.neucom.2014.06.018
